代號,名稱,股數,權重
2330,台積電,11760000,17.07
2303,聯電,76000000,5.14
3017,奇鋐,3450000,4.77
2383,台光電,1360000,3.68
2454,聯發科,1730000,3.6
3037,欣興,7600000,3.45
2344,華邦電,40000000,3.43
6223,旺矽,1000000,3.16
2308,台達電,3040000,3.0
2345,智邦,2260000,2.85
3653,健策,990000,2.16
3711,日月光投控,6400000,2.11
6669,緯穎,600000,2.03
2327,國巨*,6000000,2.01
4958,臻鼎-KY,6154000,1.64
3533,嘉澤,1240000,1.41
6488,環球晶,2350000,1.34
3189,景碩,3217000,1.22
3665,貿聯-KY,880000,1.21
6274,台燿,1680000,1.13
3443,創意,510000,1.11
5274,信驊,124500,1.06
8046,南電,1750000,1.02
7769,鴻勁,300000,1.02
2360,致茂,760000,0.92
8996,高力,1600000,0.91
6805,富世達,700000,0.58
2368,金像電,1080000,0.52
2337,旺宏,7498000,0.5
2317,鴻海,3200000,0.5
6515,穎崴,119000,0.43
1303,南亞,4587000,0.43
3211,順達,2000000,0.41
6239,力成,2600000,0.4
1560,中砂,1000000,0.39
3583,辛耘,900000,0.37
8358,金居,1604000,0.32
4966,譜瑞-KY,800000,0.3
3008,大立光,110000,0.28
2049,上銀,1010000,0.19
6442,光聖,225000,0.16
6415,矽力*-KY,624000,0.15
2404,漢唐,180000,0.12
3264,欣銓,700000,0.08
3450,聯鈞,300000,0.07
2455,全新,336000,0.06
6285,啟碁,250000,0.04
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
5347,世界,1000,0.0
