代號,名稱,股數,權重
2330,台積電,10800000,15.86
3017,奇鋐,3150000,6.47
2454,聯發科,2110000,5.48
2383,台光電,1600000,5.43
3037,欣興,8460000,4.95
2303,聯電,50000000,3.99
3653,健策,1115000,3.95
3008,大立光,810000,3.7
6223,旺矽,1100000,3.58
6669,緯穎,700000,3.29
2308,台達電,2880000,3.23
2345,智邦,2307000,3.06
2327,國巨*,8000000,2.74
3443,創意,650000,2.35
3711,日月光投控,6000000,2.2
8046,南電,2640000,1.95
3665,貿聯-KY,1293000,1.8
3189,景碩,3400000,1.79
1303,南亞,12000000,1.69
6488,環球晶,2800000,1.68
6274,台燿,1900000,1.66
5274,信驊,149500,1.54
6805,富世達,1050000,1.44
8996,高力,1737000,1.23
2360,致茂,1000000,1.22
6239,力成,5360000,0.92
2344,華邦電,7000000,0.74
3211,順達,2000000,0.49
2317,鴻海,3200000,0.49
7769,鴻勁,130000,0.46
3583,辛耘,800000,0.37
3450,聯鈞,860000,0.32
2059,川湖,35000,0.3
2449,京元電子,1700000,0.29
3533,嘉澤,250000,0.26
6442,光聖,225000,0.22
2337,旺宏,3000000,0.22
8358,金居,600000,0.19
2404,漢唐,250000,0.17
1717,長興,3100000,0.16
1560,中砂,300000,0.13
2455,全新,386000,0.12
3264,欣銓,700000,0.1
4966,譜瑞-KY,220000,0.08
6285,啟碁,350000,0.05
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
4958,臻鼎-KY,1000,0.0
2049,上銀,1000,0.0
5347,世界,1000,0.0
2481,強茂,1000,0.0
