代號,名稱,股數,權重
2330,台灣積體,3500000,11.66
2327,國巨股份,6400000,8.71
2383,台光電子,1000000,7.414
2454,聯發科技,930000,5.195
2408,南亞科技,9000000,5.125
3037,欣興電子,3900000,4.843
6223,旺矽科技,520000,4.827
8299,群聯電子,1500000,4.652
6274,台燿科技,2000000,4.415
2345,智邦科技,1000000,3.582
8046,南亞電路,2400000,3.494
2059,川湖科技,310000,3.268
2303,聯華電子,14000000,3.147
3189,景碩科技,2800000,2.893
7769,鴻勁精密,300000,2.763
3711,日月光投,3000000,2.759
6515,穎崴科技,210000,2.535
5274,信驊科技,115000,2.534
2492,華新科技,3200000,2.414
6669,緯穎科技,350000,2.387
3017,奇鋐科技,660000,2.386
2344,華邦電子,4800000,1.19
3026,禾伸堂企,900000,1.174
2404,漢唐集成,650000,1.162
8210,勤誠興業,410000,0.716
3665,貿聯-KY,260000,0.685
2308,台達電子,9000,0.024
2368,金像電子,9000,0.015
4958,臻鼎-KY,9000,0.007
2382,廣達電腦,9000,0.005
3653,健策精密,1000,0.004
2449,京元電子,9000,0.004
6510,中華精測,1000,0.004
2360,致茂電子,1000,0.003
2317,鴻海精密,9000,0.003
2313,華通電腦,9000,0.003
3042,台灣晶技,9000,0.003
2603,長榮海運,9000,0.002
5347,世界先進,9000,0.002
8996,高力熱處,1000,0.002
3231,緯創資通,9000,0.002
2337,旺宏電子,9000,0.002
2881,富邦金融,9000,0.001
3324,雙鴻科技,1000,0.001
2882,國泰金融,9000,0.001
1519,華城電機,1000,0.001
2885,元大金融,9000,0.001
2891,中國信託,9000,0.001
3044,健鼎科技,1000,0.001
3036,文曄科技,1000,0.0
