代號,名稱,股數,權重
2330,台積電,12200000,17.34
2303,聯電,76000000,6.25
3017,奇鋐,3450000,4.63
2344,華邦電,40000000,4.05
2383,台光電,1330000,4.04
3037,欣興,7530000,4.04
2454,聯發科,1730000,3.94
6223,旺矽,1000000,3.55
2308,台達電,2920000,3.25
2345,智邦,2260000,3.06
6669,緯穎,790000,2.57
2327,國巨*,6000000,2.5
3711,日月光投控,6400000,2.49
4958,臻鼎-KY,6934000,2.3
3653,健策,874000,1.81
6488,環球晶,2350000,1.73
3189,景碩,3217000,1.52
3533,嘉澤,1240000,1.48
6274,台燿,1680000,1.35
8046,南電,1750000,1.35
3443,創意,510000,1.32
1303,南亞,10700000,1.32
2368,金像電,2060000,1.15
7769,鴻勁,300000,1.14
8996,高力,1600000,1.02
5274,信驊,109500,1.01
2360,致茂,760000,0.96
2337,旺宏,10000000,0.8
3665,貿聯-KY,490000,0.61
6515,穎崴,149000,0.57
6805,富世達,620000,0.51
2317,鴻海,3200000,0.48
3211,順達,2000000,0.47
8358,金居,1750000,0.43
3583,辛耘,900000,0.41
6239,力成,1900000,0.33
1560,中砂,750000,0.31
4966,譜瑞-KY,800000,0.29
6415,矽力*-KY,900000,0.26
2049,上銀,1010000,0.19
6442,光聖,225000,0.18
3008,大立光,60000,0.14
2404,漢唐,180000,0.13
3264,欣銓,600000,0.08
2455,全新,336000,0.06
6285,啟碁,250000,0.04
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
6147,頎邦,1000,0.0
5347,世界,1000,0.0
