代號,名稱,股數,權重
2330,台積電,14200000,19.28
2303,聯電,72400000,5.77
2327,國巨*,10050000,5.63
3037,欣興,8960000,5.04
2344,華邦電,38800000,4.4
3017,奇鋐,3250000,4.38
2383,台光電,1350000,4.0
2368,金像電,4700000,3.67
6223,旺矽,900000,3.29
2454,聯發科,1280000,3.25
2308,台達電,2430000,2.98
2345,智邦,2100000,2.98
4958,臻鼎-KY,6440000,2.34
6669,緯穎,790000,2.29
3653,健策,830000,1.89
3533,嘉澤,1240000,1.62
6274,台燿,1700000,1.62
3711,日月光投控,4500000,1.52
2337,旺宏,16350000,1.5
6488,環球晶,2000000,1.25
3443,創意,430000,1.24
8996,高力,1346000,1.16
7769,鴻勁,279000,1.16
6515,穎崴,200000,1.08
3665,貿聯-KY,820000,0.98
5347,世界,9911000,0.94
6442,光聖,801000,0.84
2360,致茂,610000,0.77
6147,頎邦,5600000,0.73
3529,力旺,390000,0.7
8358,金居,1710000,0.62
3081,聯亞,450000,0.58
6805,富世達,570000,0.56
3189,景碩,1380000,0.55
8046,南電,1080000,0.54
1303,南亞,7550000,0.54
2317,鴻海,3200000,0.5
5274,信驊,45000,0.47
3583,辛耘,900000,0.42
3211,順達,1560000,0.38
8210,勤誠,500000,0.38
4966,譜瑞-KY,900000,0.35
1560,中砂,800000,0.31
6196,帆宣,1000000,0.31
3105,穩懋,957000,0.28
6415,矽力*-KY,750000,0.24
2049,上銀,1010000,0.19
4979,華星光,600000,0.19
2455,全新,450000,0.11
8299,群聯,1000,0.0
