代號,名稱,股數,權重
2330,台積電,12680000,17.04
2303,聯電,79000000,5.39
3017,奇鋐,3450000,5.26
3037,欣興,8460000,4.58
2383,台光電,1495000,4.38
2454,聯發科,1910000,4.27
2344,華邦電,42300000,4.0
6223,旺矽,1050000,3.66
2345,智邦,2307000,3.08
2308,台達電,3040000,2.8
2327,國巨*,8000000,2.58
3653,健策,1030000,2.5
3711,日月光投控,7160000,2.37
3189,景碩,3850000,1.78
6669,緯穎,500000,1.73
4958,臻鼎-KY,6154000,1.68
3665,貿聯-KY,1101000,1.45
5274,信驊,158500,1.42
6274,台燿,1680000,1.38
3533,嘉澤,1240000,1.35
6488,環球晶,2646000,1.29
3443,創意,510000,1.25
7769,鴻勁,300000,1.09
8046,南電,1750000,1.04
2360,致茂,897000,0.95
8996,高力,1600000,0.93
6239,力成,5330000,0.76
3008,大立光,260000,0.66
6805,富世達,700000,0.63
1560,中砂,1500000,0.57
2337,旺宏,7498000,0.49
2317,鴻海,3200000,0.46
3211,順達,2000000,0.36
3583,辛耘,900000,0.35
3450,聯鈞,1000000,0.27
8358,金居,1312000,0.26
4966,譜瑞-KY,670000,0.23
2049,上銀,1010000,0.21
1303,南亞,2000000,0.2
6442,光聖,225000,0.17
2404,漢唐,250000,0.16
3264,欣銓,700000,0.08
2481,強茂,1100000,0.08
2455,全新,336000,0.07
6415,矽力*-KY,300000,0.07
6285,啟碁,350000,0.05
1717,長興,1058000,0.04
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
5347,世界,1000,0.0
