代號,名稱,股數,權重
2330,台積電,12900000,18.14
2303,聯電,72400000,6.49
2327,國巨*,10050000,5.99
3037,欣興,8960000,5.04
2344,華邦電,38800000,4.82
3017,奇鋐,3250000,4.41
2383,台光電,1350000,4.4
2368,金像電,4700000,3.67
2454,聯發科,1320000,3.3
6223,旺矽,900000,3.24
2345,智邦,2100000,3.05
2308,台達電,2430000,2.93
4958,臻鼎-KY,6440000,2.24
6669,緯穎,790000,2.15
6274,台燿,1700000,1.81
3653,健策,830000,1.79
2337,旺宏,16350000,1.7
3711,日月光投控,4500000,1.7
3533,嘉澤,1240000,1.61
8996,高力,1502000,1.31
6488,環球晶,2000000,1.25
3443,創意,430000,1.15
7769,鴻勁,279000,1.08
6515,穎崴,200000,1.06
5347,世界,9911000,1.06
6147,頎邦,5600000,0.87
6442,光聖,670000,0.78
8358,金居,1950000,0.75
3189,景碩,1572000,0.7
3529,力旺,390000,0.69
1303,南亞,7550000,0.64
6805,富世達,570000,0.58
2360,致茂,450000,0.58
3665,貿聯-KY,500000,0.56
8046,南電,1080000,0.52
5274,信驊,45000,0.49
3081,聯亞,360000,0.48
2317,鴻海,3200000,0.48
3583,辛耘,900000,0.45
3211,順達,1560000,0.4
4966,譜瑞-KY,900000,0.35
6415,矽力*-KY,900000,0.34
1560,中砂,800000,0.32
6196,帆宣,1000000,0.31
2049,上銀,1010000,0.19
4979,華星光,600000,0.19
2455,全新,450000,0.1
8299,群聯,1000,0.0
8210,勤誠,1000,0.0
3105,穩懋,1000,0.0
