代號,名稱,股數,權重
2330,台積電,12000000,17.4
2303,聯電,76000000,5.5
3017,奇鋐,3450000,4.79
2383,台光電,1405000,3.99
2454,聯發科,1795000,3.82
3037,欣興,7600000,3.58
6223,旺矽,1000000,3.16
2344,華邦電,40000000,3.12
2308,台達電,3040000,3.06
2345,智邦,2290000,2.91
3711,日月光投控,6400000,2.13
3653,健策,990000,2.04
6669,緯穎,600000,1.93
2327,國巨*,6000000,1.8
4958,臻鼎-KY,6154000,1.52
3533,嘉澤,1240000,1.38
5274,信驊,144500,1.25
3189,景碩,3217000,1.22
6488,環球晶,2350000,1.2
3443,創意,510000,1.16
6274,台燿,1680000,1.12
3665,貿聯-KY,880000,1.11
7769,鴻勁,300000,1.11
2360,致茂,840000,1.06
8046,南電,1750000,0.96
8996,高力,1600000,0.82
6805,富世達,700000,0.57
2317,鴻海,3200000,0.48
2337,旺宏,7498000,0.45
1303,南亞,4587000,0.44
3211,順達,2000000,0.38
1560,中砂,1000000,0.38
6239,力成,2600000,0.37
3583,辛耘,900000,0.35
3008,大立光,140000,0.34
6515,穎崴,89000,0.31
4966,譜瑞-KY,800000,0.28
8358,金居,1312000,0.23
2368,金像電,420000,0.2
2049,上銀,1010000,0.19
6442,光聖,225000,0.16
6415,矽力*-KY,624000,0.15
2404,漢唐,180000,0.12
3264,欣銓,700000,0.07
3450,聯鈞,300000,0.07
2455,全新,336000,0.06
6285,啟碁,250000,0.03
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
5347,世界,1000,0.0
