代號,名稱,股數,權重
2330,台積電,12680000,16.94
2303,聯電,79000000,5.45
3017,奇鋐,3450000,5.35
3037,欣興,8460000,4.71
2383,台光電,1550000,4.6
2454,聯發科,2000000,4.45
2344,華邦電,42300000,4.26
6223,旺矽,1050000,3.67
2308,台達電,3040000,3.1
2327,國巨*,9000000,2.89
3711,日月光投控,8000000,2.83
2345,智邦,2307000,2.8
3653,健策,877000,2.04
3189,景碩,4250000,1.99
5274,信驊,199500,1.85
6669,緯穎,500000,1.69
3665,貿聯-KY,1200000,1.48
6274,台燿,1680000,1.38
3533,嘉澤,1240000,1.36
3443,創意,510000,1.3
6488,環球晶,2646000,1.27
8046,南電,1750000,1.11
2360,致茂,897000,1.02
4958,臻鼎-KY,3700000,0.98
8996,高力,1600000,0.97
6239,力成,5360000,0.87
6805,富世達,700000,0.69
3008,大立光,260000,0.64
7769,鴻勁,175000,0.62
1560,中砂,1500000,0.58
2337,旺宏,7498000,0.56
2317,鴻海,3200000,0.48
3450,聯鈞,1600000,0.47
3211,順達,2000000,0.42
3583,辛耘,900000,0.35
8358,金居,1312000,0.25
2049,上銀,1010000,0.22
6442,光聖,225000,0.18
4966,譜瑞-KY,500000,0.17
2404,漢唐,250000,0.16
1303,南亞,1000000,0.1
3264,欣銓,700000,0.09
2481,強茂,1100000,0.08
1717,長興,1900000,0.07
2455,全新,336000,0.07
6415,矽力*-KY,250000,0.07
6285,啟碁,350000,0.05
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
5347,世界,1000,0.0
