代號,名稱,股數,權重
2330,台積電,12680000,16.69
3017,奇鋐,3450000,5.65
2303,聯電,79000000,5.34
3037,欣興,8460000,4.58
2383,台光電,1495000,4.41
2454,聯發科,2000000,4.36
2344,華邦電,42300000,4.03
6223,旺矽,1050000,3.68
2345,智邦,2307000,3.09
2308,台達電,3040000,2.84
3653,健策,1030000,2.55
2327,國巨*,8000000,2.54
3711,日月光投控,7500000,2.48
3189,景碩,4250000,2.02
6669,緯穎,500000,1.74
5274,信驊,184500,1.72
4958,臻鼎-KY,6154000,1.65
3665,貿聯-KY,1200000,1.58
6274,台燿,1680000,1.43
3533,嘉澤,1240000,1.36
6488,環球晶,2646000,1.28
3443,創意,510000,1.27
8046,南電,1750000,1.08
8996,高力,1600000,1.01
2360,致茂,897000,0.99
7769,鴻勁,260000,0.94
6239,力成,5330000,0.8
6805,富世達,700000,0.69
3008,大立光,260000,0.67
1560,中砂,1500000,0.58
2337,旺宏,7498000,0.54
2317,鴻海,3200000,0.47
3211,順達,2000000,0.4
3583,辛耘,900000,0.37
3450,聯鈞,1200000,0.33
8358,金居,1312000,0.28
2049,上銀,1010000,0.2
4966,譜瑞-KY,580000,0.2
6442,光聖,225000,0.18
2404,漢唐,250000,0.16
1303,南亞,1000000,0.1
2481,強茂,1100000,0.09
3264,欣銓,700000,0.08
2455,全新,336000,0.07
6415,矽力*-KY,300000,0.07
1717,長興,1250000,0.05
6285,啟碁,350000,0.05
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
5347,世界,1000,0.0
