代號,名稱,股數,權重
2330,台積電,12800000,18.39
2303,聯電,75000000,7.27
2327,國巨*,10050000,6.57
3037,欣興,8960000,5.34
3017,奇鋐,3450000,5.18
2344,華邦電,38800000,4.23
2383,台光電,1140000,3.62
6223,旺矽,940000,3.61
2454,聯發科,1435000,3.57
2345,智邦,2100000,3.2
2308,台達電,2430000,2.77
6669,緯穎,790000,2.28
4958,臻鼎-KY,6440000,2.23
3711,日月光投控,5300000,2.14
2368,金像電,2750000,1.92
6274,台燿,1700000,1.65
3189,景碩,3217000,1.64
3653,健策,830000,1.62
3533,嘉澤,1240000,1.54
8996,高力,1560000,1.39
3443,創意,450000,1.3
6488,環球晶,2000000,1.27
7769,鴻勁,279000,1.11
6515,穎崴,200000,1.02
2337,旺宏,10000000,0.82
1303,南亞,7550000,0.79
8358,金居,1950000,0.66
3529,力旺,390000,0.66
5347,世界,5500000,0.65
2360,致茂,450000,0.59
6805,富世達,570000,0.56
8046,南電,795000,0.54
3583,辛耘,900000,0.47
2317,鴻海,3200000,0.46
1560,中砂,1000000,0.44
6147,頎邦,3500000,0.44
5274,信驊,45000,0.44
3211,順達,1560000,0.37
6196,帆宣,1000000,0.33
4966,譜瑞-KY,900000,0.32
6415,矽力*-KY,900000,0.3
6442,光聖,300000,0.27
2049,上銀,1010000,0.2
3665,貿聯-KY,166000,0.19
6239,力成,500000,0.1
2455,全新,450000,0.09
4979,華星光,100000,0.03
8299,群聯,1000,0.0
8210,勤誠,1000,0.0
3081,聯亞,1000,0.0
