代號,名稱,股數,權重
2330,台積電,7700000,12.81
2454,聯發科,2210000,7.85
3017,奇鋐,2850000,6.81
3037,欣興,8460000,6.74
2303,聯電,52000000,5.38
3653,健策,1115000,5.19
2383,台光電,1400000,4.75
6223,旺矽,1100000,4.0
2308,台達電,2900000,3.72
3443,創意,646000,3.7
2327,國巨*,8000000,3.12
3189,景碩,4310000,2.79
6669,緯穎,1767956,2.51
8046,南電,2900000,2.42
2345,智邦,1900000,2.42
3665,貿聯-KY,1293000,2.03
6274,台燿,1900000,1.91
6488,環球晶,2800000,1.78
8996,高力,1625000,1.67
1303,南亞,10000000,1.6
6805,富世達,840000,1.43
5274,信驊,95500,1.27
3008,大立光,280000,1.18
2408,南亞科,2800000,0.95
2449,京元電子,4000000,0.84
2059,川湖,75000,0.62
2317,鴻海,3200000,0.54
3450,聯鈞,1500000,0.52
3211,順達,2000000,0.51
2360,致茂,310000,0.48
3583,辛耘,800000,0.38
6442,光聖,350000,0.36
2481,強茂,3000000,0.35
2882,國泰金,4000000,0.3
2455,全新,386000,0.14
1560,中砂,191000,0.12
6285,啟碁,350000,0.06
2301,光寶科,300000,0.06
1717,長興,900000,0.04
8358,金居,100000,0.03
3264,欣銓,1000,0.0
2337,旺宏,1000,0.0
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
6239,力成,1000,0.0
2049,上銀,1000,0.0
2404,漢唐,1000,0.0
7769,鴻勁,1000,0.0
2344,華邦電,1000,0.0
3711,日月光投控,1000,0.0
