代號,名稱,股數,權重
2330,台積電,12800000,19.52
2303,聯電,75000000,7.41
3017,奇鋐,3450000,4.74
2344,華邦電,40000000,4.25
3037,欣興,7064000,3.85
6223,旺矽,1000000,3.84
2327,國巨*,7800000,3.74
2454,聯發科,1600000,3.66
2383,台光電,1140000,3.51
2308,台達電,2600000,3.06
2345,智邦,2100000,3.01
3711,日月光投控,6150000,2.59
6669,緯穎,790000,2.5
4958,臻鼎-KY,6940000,2.48
6488,環球晶,2250000,1.9
2368,金像電,2750000,1.71
3653,健策,780000,1.64
3533,嘉澤,1240000,1.55
3189,景碩,3217000,1.53
8046,南電,1750000,1.38
6274,台燿,1700000,1.36
1303,南亞,9900000,1.35
3443,創意,480000,1.24
7769,鴻勁,279000,1.15
8996,高力,1600000,1.11
2337,旺宏,10000000,0.84
2360,致茂,680000,0.84
6515,穎崴,200000,0.83
5274,信驊,94500,0.81
6805,富世達,570000,0.5
2317,鴻海,3200000,0.48
3211,順達,1800000,0.47
8358,金居,1750000,0.47
3583,辛耘,900000,0.46
3665,貿聯-KY,300000,0.36
1560,中砂,750000,0.34
4966,譜瑞-KY,800000,0.31
6415,矽力*-KY,900000,0.26
6442,光聖,300000,0.25
2049,上銀,1010000,0.21
6239,力成,900000,0.18
3008,大立光,60000,0.16
3264,欣銓,600000,0.09
2455,全新,450000,0.09
2404,漢唐,60000,0.05
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
8210,勤誠,1000,0.0
6147,頎邦,1000,0.0
5347,世界,1000,0.0
