代號,名稱,股數,權重
2330,台積電,12900000,17.62
2303,聯電,75000000,7.65
2327,國巨*,10050000,6.46
3037,欣興,8960000,5.22
2344,華邦電,38800000,4.87
3017,奇鋐,3250000,4.65
2383,台光電,1350000,4.35
6223,旺矽,940000,3.71
2454,聯發科,1435000,3.54
2345,智邦,2100000,2.86
2308,台達電,2430000,2.75
2368,金像電,3700000,2.62
4958,臻鼎-KY,6440000,2.22
6669,緯穎,790000,2.05
6274,台燿,1700000,1.65
3711,日月光投控,4500000,1.65
3653,健策,830000,1.61
3533,嘉澤,1240000,1.58
8996,高力,1560000,1.3
2337,旺宏,13850000,1.28
3443,創意,450000,1.25
5347,世界,9911000,1.25
6488,環球晶,2000000,1.19
7769,鴻勁,279000,1.1
6515,穎崴,200000,1.04
3189,景碩,1968000,0.91
6147,頎邦,6000000,0.82
3529,力旺,390000,0.72
8358,金居,1950000,0.7
1303,南亞,7550000,0.67
6442,光聖,570000,0.61
6805,富世達,570000,0.57
2360,致茂,450000,0.56
8046,南電,795000,0.47
2317,鴻海,3200000,0.47
5274,信驊,45000,0.45
3665,貿聯-KY,400000,0.44
3583,辛耘,900000,0.44
3211,順達,1560000,0.36
4966,譜瑞-KY,900000,0.34
1560,中砂,800000,0.33
6196,帆宣,1000000,0.32
6415,矽力*-KY,900000,0.32
2049,上銀,1010000,0.19
4979,華星光,500000,0.14
2455,全新,450000,0.1
8299,群聯,1000,0.0
8210,勤誠,1000,0.0
3081,聯亞,1000,0.0
3105,穩懋,1000,0.0
