代號,名稱,股數,權重
2330,台積電,12800000,18.23
2303,聯電,75000000,7.17
2327,國巨*,10050000,6.13
3017,奇鋐,3450000,5.46
3037,欣興,8960000,5.07
6223,旺矽,1000000,4.19
2344,華邦電,38800000,4.11
2383,台光電,1140000,3.73
2454,聯發科,1435000,3.6
2345,智邦,2100000,3.34
2308,台達電,2430000,2.77
6669,緯穎,790000,2.37
3711,日月光投控,5600000,2.35
4958,臻鼎-KY,6440000,2.23
2368,金像電,2750000,1.96
3653,健策,830000,1.67
6274,台燿,1700000,1.66
3533,嘉澤,1240000,1.56
3189,景碩,3217000,1.54
3443,創意,480000,1.48
6488,環球晶,2000000,1.39
8996,高力,1560000,1.28
7769,鴻勁,279000,1.13
6515,穎崴,200000,1.08
1303,南亞,7550000,0.86
2337,旺宏,10000000,0.84
3529,力旺,390000,0.67
8358,金居,1950000,0.64
2360,致茂,450000,0.57
6805,富世達,570000,0.55
8046,南電,795000,0.53
3583,辛耘,900000,0.47
5274,信驊,45000,0.46
1560,中砂,1000000,0.44
2317,鴻海,3200000,0.44
3211,順達,1560000,0.37
6196,帆宣,1000000,0.34
4966,譜瑞-KY,900000,0.34
6415,矽力*-KY,900000,0.32
6442,光聖,300000,0.28
2049,上銀,1010000,0.21
3665,貿聯-KY,166000,0.2
6147,頎邦,1000000,0.12
5347,世界,1000000,0.11
6239,力成,500000,0.1
2455,全新,450000,0.09
8299,群聯,1000,0.0
8210,勤誠,1000,0.0
4979,華星光,1000,0.0
3081,聯亞,1000,0.0
