代號,名稱,股數,權重
2330,台積電,12680000,17.45
2303,聯電,77800000,5.33
3017,奇鋐,3450000,5.11
2383,台光電,1495000,4.32
2454,聯發科,1795000,4.08
3037,欣興,7600000,3.82
6223,旺矽,1000000,3.37
2344,華邦電,40000000,3.32
2345,智邦,2307000,3.13
2308,台達電,3040000,2.79
3711,日月光投控,6400000,2.27
3653,健策,1030000,2.25
6669,緯穎,600000,2.06
2327,國巨*,6000000,1.92
4958,臻鼎-KY,6154000,1.51
5274,信驊,158500,1.47
3533,嘉澤,1240000,1.44
6488,環球晶,2600000,1.31
3189,景碩,3217000,1.3
3443,創意,510000,1.24
3665,貿聯-KY,1010000,1.23
6274,台燿,1680000,1.19
7769,鴻勁,300000,1.12
2360,致茂,897000,1.02
8046,南電,1750000,0.97
8996,高力,1600000,0.87
6805,富世達,700000,0.6
1560,中砂,1350000,0.53
6239,力成,3740000,0.52
2337,旺宏,7498000,0.48
2317,鴻海,3200000,0.47
1303,南亞,4587000,0.44
3008,大立光,170000,0.39
3211,順達,2000000,0.36
3583,辛耘,900000,0.35
4966,譜瑞-KY,800000,0.27
8358,金居,1312000,0.25
2049,上銀,1010000,0.19
6442,光聖,225000,0.17
2404,漢唐,250000,0.16
6415,矽力*-KY,624000,0.15
6515,穎崴,29000,0.11
3264,欣銓,700000,0.08
3450,聯鈞,337000,0.08
2481,強茂,869000,0.07
2455,全新,336000,0.06
6285,啟碁,250000,0.03
1717,長興,500000,0.02
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
5347,世界,1000,0.0
