代號,名稱,股數,權重
2330,台積電,12900000,18.03
2303,聯電,75000000,7.15
2327,國巨*,10050000,6.64
3037,欣興,8960000,5.56
3017,奇鋐,3380000,4.95
2344,華邦電,38800000,4.67
2383,台光電,1200000,3.75
2454,聯發科,1435000,3.53
6223,旺矽,940000,3.32
2345,智邦,2100000,3.04
2308,台達電,2430000,2.75
4958,臻鼎-KY,6440000,2.35
6669,緯穎,790000,2.12
3711,日月光投控,5000000,1.97
2368,金像電,2750000,1.91
3189,景碩,3217000,1.66
6274,台燿,1700000,1.66
3653,健策,830000,1.65
3533,嘉澤,1240000,1.52
8996,高力,1560000,1.4
3443,創意,450000,1.26
5347,世界,9911000,1.24
6488,環球晶,2000000,1.17
7769,鴻勁,279000,1.05
6515,穎崴,200000,0.94
2337,旺宏,10000000,0.9
1303,南亞,7550000,0.73
8358,金居,1950000,0.68
3529,力旺,390000,0.66
6805,富世達,570000,0.56
2360,致茂,450000,0.56
8046,南電,795000,0.55
2317,鴻海,3200000,0.47
3583,辛耘,900000,0.47
6147,頎邦,3500000,0.43
5274,信驊,45000,0.43
1560,中砂,900000,0.4
3211,順達,1560000,0.37
4966,譜瑞-KY,900000,0.33
6196,帆宣,1000000,0.32
6415,矽力*-KY,900000,0.31
6442,光聖,300000,0.29
2049,上銀,1010000,0.19
3665,貿聯-KY,166000,0.18
6239,力成,500000,0.1
2455,全新,450000,0.09
4979,華星光,300000,0.08
8299,群聯,1000,0.0
8210,勤誠,1000,0.0
3081,聯亞,1000,0.0
