代號,名稱,股數,權重
2330,台積電,12000000,16.87
2383,台光電,1690000,5.8
3017,奇鋐,3150000,5.79
3037,欣興,8460000,5.71
2454,聯發科,2110000,4.85
2303,聯電,60000000,4.31
3653,健策,1087000,3.62
6223,旺矽,1100000,3.23
2327,國巨*,9785000,3.06
2308,台達電,2880000,2.93
2345,智邦,2307000,2.76
3711,日月光投控,8000000,2.76
6669,緯穎,660000,2.61
3189,景碩,4550000,2.33
3008,大立光,626000,2.29
3443,創意,621000,2.21
8046,南電,2640000,1.81
6274,台燿,1900000,1.69
5274,信驊,179500,1.64
2344,華邦電,15000000,1.58
6488,環球晶,2800000,1.55
3665,貿聯-KY,1200000,1.4
1303,南亞,10358000,1.25
8996,高力,1737000,1.21
2360,致茂,1000000,1.15
6805,富世達,866000,1.02
6239,力成,5360000,0.89
7769,鴻勁,130000,0.48
2317,鴻海,3200000,0.46
3211,順達,2000000,0.42
3583,辛耘,800000,0.35
2337,旺宏,4500000,0.33
2059,川湖,35000,0.3
3533,嘉澤,250000,0.24
6442,光聖,225000,0.21
8358,金居,800000,0.21
1560,中砂,393000,0.16
2404,漢唐,250000,0.16
4958,臻鼎-KY,500000,0.13
3450,聯鈞,400000,0.13
1717,長興,2500000,0.1
3264,欣銓,700000,0.09
4966,譜瑞-KY,220000,0.07
6285,啟碁,350000,0.05
2455,全新,200000,0.05
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
2049,上銀,1000,0.0
5347,世界,1000,0.0
2481,強茂,1000,0.0
