代號,名稱,股數,權重
2330,台積電,9800000,15.86
2454,聯發科,2210000,6.64
3017,奇鋐,2850000,6.06
2303,聯電,58000000,5.71
3037,欣興,8460000,5.31
2383,台光電,1600000,5.01
6223,旺矽,1100000,4.04
3653,健策,1115000,3.98
2308,台達電,2750000,3.09
6669,緯穎,1987956,2.83
2327,國巨*,8000000,2.82
2345,智邦,2307000,2.77
3443,創意,620000,2.69
1303,南亞,13500000,2.13
3189,景碩,3850000,2.07
8046,南電,2770000,1.97
3665,貿聯-KY,1293000,1.73
6488,環球晶,2800000,1.7
6274,台燿,1900000,1.67
5274,信驊,120500,1.47
2360,致茂,1000000,1.39
8996,高力,1580000,1.37
3008,大立光,280000,1.12
6805,富世達,760000,1.06
6239,力成,5360000,0.98
2317,鴻海,3200000,0.53
7769,鴻勁,130000,0.53
3211,順達,2000000,0.48
3450,聯鈞,1300000,0.46
2449,京元電子,2600000,0.46
2059,川湖,55000,0.45
3711,日月光投控,1000000,0.41
2408,南亞科,1200000,0.39
3583,辛耘,800000,0.37
6442,光聖,350000,0.35
2481,強茂,3000000,0.33
2882,國泰金,4000000,0.3
2404,漢唐,250000,0.17
2455,全新,386000,0.14
3533,嘉澤,120000,0.12
3264,欣銓,700000,0.11
1560,中砂,191000,0.1
1717,長興,1500000,0.07
2301,光寶科,300000,0.06
6285,啟碁,350000,0.05
8358,金居,100000,0.03
2337,旺宏,1000,0.0
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
2049,上銀,1000,0.0
2344,華邦電,1000,0.0
